beta,SE,z,p,R2_marginal,n_trials,n_subjects,electrode,kind,measure
0.17389879565237365,0.02607712427500869,6.66863392674903,2.5819568705287566e-11,0.02668268934975085,1625,33,F4,real,mean_cross_to_Pz
0.20530673758358509,0.032673680641243694,6.283550966842353,3.309257312622549e-10,0.04017420610357986,943,26,F4,pseudo,mean_cross_to_Pz
0.12921014195161165,0.02604161007545241,4.961680233182238,6.988598011403724e-07,0.014940424117402746,1625,33,F7,real,mean_cross_to_Pz
0.19912982488811728,0.03378740278865868,5.893611478031647,3.778449775282411e-09,0.035524748372670244,943,26,F7,pseudo,mean_cross_to_Pz
0.15176369950948607,0.02677894910031198,5.66727614817857,1.4508541479330006e-08,0.019442877097632417,1625,33,F8,real,mean_cross_to_Pz
0.1550487166675657,0.030006980341335594,5.167088287586906,2.3776896629357225e-07,0.027199610291638223,943,26,F8,pseudo,mean_cross_to_Pz
0.12231609682172424,0.024759864576893928,4.9400955502749575,7.808429762778957e-07,0.014796571829490702,1625,33,FC3,real,mean_cross_to_Pz
0.23484341833997935,0.032837589631991605,7.1516643265188415,8.573142196155459e-13,0.04985353445161503,943,26,FC3,pseudo,mean_cross_to_Pz
0.20109971183131004,0.02577630652521322,7.801727203802584,6.217248937900877e-15,0.0361338179708336,1625,33,FC4,real,mean_cross_to_Pz
0.265266371232731,0.03575764395388815,7.418452165774948,1.1857181902996672e-13,0.05513977660863428,943,26,FC4,pseudo,mean_cross_to_Pz
0.22481796969773776,0.026912546859730917,8.353648982740149,0.0,0.04128373922316481,1625,33,FCz,real,mean_cross_to_Pz
0.24715118905073272,0.0334182451281081,7.395696216341825,1.4077627952246985e-13,0.054757544572551387,943,26,FCz,pseudo,mean_cross_to_Pz
0.13196549813417102,0.02689438436390689,4.906804942940909,9.257201392109948e-07,0.01460217768606397,1625,33,FP1,real,mean_cross_to_Pz
0.09508318986668267,0.027412003821288854,3.4686698019806443,0.000523041878189856,0.012583440492212083,943,26,FP1,pseudo,mean_cross_to_Pz
0.15593314380927398,0.026204279562479074,5.950674714696175,2.670393461912113e-09,0.021349288278250014,1625,33,FP2,real,mean_cross_to_Pz
0.07469234680042829,0.027455385023208895,2.7204989745104107,0.006518347405782832,0.007778909909738355,943,26,FP2,pseudo,mean_cross_to_Pz
0.17089532857798312,0.02537530589782951,6.734710086494001,1.642574964932919e-11,0.02719609447961487,1625,33,Fz,real,mean_cross_to_Pz
0.22265453309517916,0.03387964699110525,6.571926004826284,4.966849154186548e-11,0.0437754200080905,943,26,Fz,pseudo,mean_cross_to_Pz
0.1255553837887361,0.026041870815825586,4.821288941823503,1.4263358001365134e-06,0.01410646350918765,1625,33,HEOG_left,real,mean_cross_to_Pz
0.1286598685871887,0.03081760213492259,4.174882524081618,2.9813986328619535e-05,0.018133544315523404,943,26,HEOG_left,pseudo,mean_cross_to_Pz
0.12985695795687185,0.02637384054584375,4.923703005299924,8.492169154550311e-07,0.014699388900595384,1625,33,HEOG_right,real,mean_cross_to_Pz
0.10697043239845627,0.03050932072733086,3.5061558188881605,0.00045462898817638653,0.012865203558225423,943,26,HEOG_right,pseudo,mean_cross_to_Pz
0.136575847540984,0.025565296771255536,5.34223595223599,9.180704507727455e-08,0.01726287560064526,1625,33,O1,real,mean_cross_to_Pz
0.30531764846423065,0.03075176182634994,9.928460365565668,0.0,0.08831519490999627,943,26,O1,pseudo,mean_cross_to_Pz
0.19812989724502872,0.02542398751556253,7.793029992787303,6.439293542825908e-15,0.03605794033871795,1625,33,O2,real,mean_cross_to_Pz
0.2653882886171182,0.03460476264271875,7.669126107211113,1.7319479184152442e-14,0.05847455647099153,943,26,O2,pseudo,mean_cross_to_Pz
0.16964669677200886,0.02464080017298041,6.8847884638922165,5.787370582766016e-12,0.02834954490533678,1625,33,Oz,real,mean_cross_to_Pz
0.2880856235675643,0.030336616117439198,9.496300525158322,0.0,0.08728355986186148,943,26,Oz,pseudo,mean_cross_to_Pz
0.15733788100331228,0.026114192969769953,6.024994959080227,1.691148998617109e-09,0.021897395963201845,1625,33,P10,real,mean_cross_to_Pz
0.24445200020639973,0.033982655276494945,7.193434362837498,6.317169010117141e-13,0.0519876772542355,943,26,P10,pseudo,mean_cross_to_Pz
0.20502998854832077,0.024131887558626247,8.496226747709597,0.0,0.04268964772047078,1625,33,P3,real,mean_cross_to_Pz
0.3202244908029219,0.027806252923180803,11.516276273814851,0.0,0.1231016920445803,943,26,P3,pseudo,mean_cross_to_Pz
0.2823790154722098,0.025580699250406812,11.03875279983674,0.0,0.06980309625681061,1625,33,P4,real,mean_cross_to_Pz
0.31414470290002044,0.03027481471590878,10.376436845208634,0.0,0.10139675926231052,943,26,P4,pseudo,mean_cross_to_Pz
0.11258917432666957,0.02711949985147565,4.151594791322941,3.30166460240644e-05,0.01053617357595616,1625,33,P7,real,mean_cross_to_Pz
0.22386045010912786,0.036334529225700345,6.161094002857911,7.224407738704031e-10,0.03859534463611349,943,26,P7,pseudo,mean_cross_to_Pz
0.21124051683085465,0.026226282376480822,8.05453528633897,8.881784197001252e-16,0.038391333673844445,1625,33,P8,real,mean_cross_to_Pz
0.296591586223263,0.034330768901724,8.639235173330736,0.0,0.07331387670863614,943,26,P8,pseudo,mean_cross_to_Pz
0.10875805965283614,0.026858178656851604,4.049346049944888,5.136095144098185e-05,0.009989804153527737,1625,33,P9,real,mean_cross_to_Pz
0.20444899202916653,0.03481723914341011,5.872062146773139,4.304073319971735e-09,0.03510328702614137,943,26,P9,pseudo,mean_cross_to_Pz
0.15690693428030014,0.024847697167071005,6.314747528726261,2.7060287344227163e-10,0.02396696831823728,1625,33,PO3,real,mean_cross_to_Pz
0.3260668978325587,0.030088773471593694,10.836829162890039,0.0,0.1054753268813387,943,26,PO3,pseudo,mean_cross_to_Pz
0.2002781048280044,0.025038624416986947,7.998766285744107,1.3322676295501878e-15,0.03790496017839326,1625,33,PO4,real,mean_cross_to_Pz
0.2611976581404244,0.03212580174823945,8.13046348811321,4.440892098500626e-16,0.06545664222219558,943,26,PO4,pseudo,mean_cross_to_Pz
0.11142707844637206,0.02594042842344142,4.295498772320949,1.7430100190729547e-05,0.011231326680370078,1625,33,PO7,real,mean_cross_to_Pz
0.253901374714438,0.03171597650443018,8.005472405334023,1.1102230246251565e-15,0.0635802317819469,943,26,PO7,pseudo,mean_cross_to_Pz
0.19816155458023535,0.026158402203068375,7.575445665293389,3.574918139293004e-14,0.03411229678345687,1625,33,PO8,real,mean_cross_to_Pz
0.24105613763978465,0.031920187974033815,7.551839539161771,4.285460875053104e-14,0.05689633596770608,943,26,PO8,pseudo,mean_cross_to_Pz
0.5820951721553073,0.022700404911837935,25.642501726995757,0.0,0.2874569899077011,1625,33,Pz,real,mean_cross_to_Pz
0.5824015045156935,0.024865411267149546,23.42215450444296,0.0,0.3701534380310829,943,26,Pz,pseudo,mean_cross_to_Pz
0.13430182435255936,0.025823543828677135,5.200751114702418,1.9848474663852755e-07,0.01637287334242127,1625,33,VEOG_lower,real,mean_cross_to_Pz
0.10637544520039156,0.029524022680135577,3.6030132598415645,0.00031454947596354366,0.013541987773265296,943,26,VEOG_lower,pseudo,mean_cross_to_Pz
